[rosmaster.main][INFO] 2017-11-20 12:09:24,840: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-11-20 12:09:24,841: Starting ROS Master Node
[rosmaster.master][INFO] 2017-11-20 12:09:24,996: +SUB [/clock] /robot_state_publisher http://frank-Precision-7510:37875/
[rosmaster.master][INFO] 2017-11-20 12:09:25,004: +PUB [/tf] /robot_state_publisher http://frank-Precision-7510:37875/
[rosmaster.master][INFO] 2017-11-20 12:09:25,005: +PUB [/tf_static] /robot_state_publisher http://frank-Precision-7510:37875/
[rosmaster.master][INFO] 2017-11-20 12:09:25,012: +SUB [/joint_states] /robot_state_publisher http://frank-Precision-7510:37875/
[rosmaster.master][INFO] 2017-11-20 12:09:25,041: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,043: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,107: +PUB [/rosout] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,111: +PUB [/rosout] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,123: +SERVICE [/tf2_web_republisher/get_loggers] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,131: +SERVICE [/sb_map_saver/get_loggers] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,135: +SERVICE [/tf2_web_republisher/set_logger_level] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,142: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,144: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,164: +SERVICE [/sb_map_saver/set_logger_level] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,311: +SUB [/clock] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,313: +SUB [/clock] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,415: +SUB [/tf] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,460: +PUB [/project_manager/scan_update_info] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,471: +SUB [/tf_static] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,485: +PUB [/project_manager/object_update_info] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,495: +PUB [/map_server/map_png] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,495: +PUB [/rosout] /data_collector http://frank-Precision-7510:38343/
[rosmaster.master][INFO] 2017-11-20 12:09:25,497: +PUB [/rosout] /ls_finder http://frank-Precision-7510:43523/
[rosmaster.master][INFO] 2017-11-20 12:09:25,499: +SERVICE [/republish_tfs] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,504: +PUB [/map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,507: +PUB [/map_metadata] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,521: +PUB [/rosout] /ls_trigger http://frank-Precision-7510:43902/
[rosmaster.master][INFO] 2017-11-20 12:09:25,522: +SERVICE [/sb_map_saver/load_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,523: +SUB [/clock] /data_collector http://frank-Precision-7510:38343/
[rosmaster.master][INFO] 2017-11-20 12:09:25,525: +SUB [/clock] /ls_finder http://frank-Precision-7510:43523/
[rosmaster.master][INFO] 2017-11-20 12:09:25,527: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,528: +SERVICE [/sb_map_saver/reset_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,530: +SERVICE [/data_collector/get_loggers] /data_collector http://frank-Precision-7510:38343/
[rosmaster.master][INFO] 2017-11-20 12:09:25,531: +SERVICE [/ls_finder/get_loggers] /ls_finder http://frank-Precision-7510:43523/
[rosmaster.master][INFO] 2017-11-20 12:09:25,533: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,534: +SERVICE [/sb_map_saver/save_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,535: +SERVICE [/data_collector/set_logger_level] /data_collector http://frank-Precision-7510:38343/
[rosmaster.master][INFO] 2017-11-20 12:09:25,537: +SERVICE [/ls_finder/set_logger_level] /ls_finder http://frank-Precision-7510:43523/
[rosmaster.master][INFO] 2017-11-20 12:09:25,543: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,544: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,545: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,546: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,548: +SUB [/clock] /ls_trigger http://frank-Precision-7510:43902/
[rosmaster.master][INFO] 2017-11-20 12:09:25,552: +SERVICE [/ls_trigger/get_loggers] /ls_trigger http://frank-Precision-7510:43902/
[rosmaster.master][INFO] 2017-11-20 12:09:25,552: +SERVICE [/sb_map_saver/get_png_preview] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,554: +SERVICE [/ls_trigger/set_logger_level] /ls_trigger http://frank-Precision-7510:43902/
[rosmaster.master][INFO] 2017-11-20 12:09:25,555: +SERVICE [/static_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,560: +SUB [/farofocus_ros/state] /data_collector http://frank-Precision-7510:38343/
[rosmaster.master][INFO] 2017-11-20 12:09:25,563: +PUB [/rosout] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,565: +SUB [/rfid/tag] /ls_trigger http://frank-Precision-7510:43902/
[rosmaster.master][INFO] 2017-11-20 12:09:25,568: +SERVICE [/dynamic_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,571: +SERVICE [/sb_map_saver/png_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,571: +PUB [/rosout] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:25,573: +SUB [/clock] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,574: +SERVICE [/compressed_map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,575: +SERVICE [/gazebo/get_loggers] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:25,576: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,577: +SERVICE [/sb_map_saver/save_submaps] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,581: +SERVICE [/pm_node/get_loggers] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,583: +SERVICE [/pm_node/set_logger_level] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,585: +SERVICE [/gazebo/set_logger_level] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:25,586: +PUB [/rosout] /rosbridge_websocket http://frank-Precision-7510:46216/
[rosmaster.master][INFO] 2017-11-20 12:09:25,587: +SERVICE [/project_manager/upload_object] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,590: +SERVICE [/project_manager/change_object] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,593: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:25,593: +SERVICE [/project_manager/get_all_objects_from_project] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,594: +SUB [/clock] /rosbridge_websocket http://frank-Precision-7510:46216/
[rosmaster.master][INFO] 2017-11-20 12:09:25,595: +SUB [/map] /sb_map_saver http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:25,596: +SERVICE [/project_manager/get_description_from_project] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,598: +SERVICE [/project_manager/get_object_by_id] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,598: +SERVICE [/rosbridge_websocket/get_loggers] /rosbridge_websocket http://frank-Precision-7510:46216/
[rosmaster.master][INFO] 2017-11-20 12:09:25,600: +SERVICE [/project_manager/get_objects_by_type] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,601: +SERVICE [/rosbridge_websocket/set_logger_level] /rosbridge_websocket http://frank-Precision-7510:46216/
[rosmaster.master][INFO] 2017-11-20 12:09:25,601: +SUB [/clock] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:25,602: +SERVICE [/project_manager/delete_files_from_project] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,604: +SERVICE [/project_manager/remove_object_by_id] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,606: +SERVICE [/project_manager/remove_objects_by_type] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,608: +SERVICE [/project_manager/remove_subproject] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,611: +SERVICE [/project_manager/delete_project] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,612: +SERVICE [/project_manager/set_project_name] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,613: +SERVICE [/project_manager/save_l2d_file] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,615: +SERVICE [/project_manager/get_all_projects] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,616: +SERVICE [/project_manager/get_project_name] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,618: +SERVICE [/project_manager/download_project] /pm_node http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:25,634: +SUB [/firmware_update/status] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,645: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,646: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,647: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,664: +PUB [/rosout] /controller_spawner http://frank-Precision-7510:38504/
[rosmaster.master][INFO] 2017-11-20 12:09:25,671: +SUB [/clock] /controller_spawner http://frank-Precision-7510:38504/
[rosmaster.master][INFO] 2017-11-20 12:09:25,673: +SERVICE [/controller_spawner/get_loggers] /controller_spawner http://frank-Precision-7510:38504/
[rosmaster.master][INFO] 2017-11-20 12:09:25,674: +SERVICE [/controller_spawner/set_logger_level] /controller_spawner http://frank-Precision-7510:38504/
[rosmaster.master][INFO] 2017-11-20 12:09:25,734: +PUB [/rosout] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,737: +SUB [/clock] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,739: +SERVICE [/fcs_node/get_loggers] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,740: +SERVICE [/fcs_node/set_logger_level] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,741: +SERVICE [/file_content_server/get_file_content] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,741: +SERVICE [/file_content_server/copy_file] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,742: +SERVICE [/file_content_server/copy_dir] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,743: +SERVICE [/file_content_server/move_file] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,744: +SERVICE [/file_content_server/start_ros_bag_logging] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,744: +SERVICE [/file_content_server/stop_ros_bag_logging] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,745: +SERVICE [/file_content_server/is_ros_bag_logging] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,746: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,746: +SERVICE [/file_content_server/clear_ros_bag_log_dir] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,746: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,747: +SERVICE [/file_content_server/get_logs] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,749: +SERVICE [/file_content_server/reconfigure_ap] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,749: +SERVICE [/file_content_server/get_ssid] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,750: +SERVICE [/file_content_server/system_health] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,751: +SERVICE [/file_content_server/trigger_update] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,752: +SERVICE [/file_content_server/update_status] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,753: +SERVICE [/file_content_server/get_serial_number] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,753: +SERVICE [/file_content_server/set_serial_number] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,754: +SERVICE [/file_content_server/set_ls_ip] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,755: +SERVICE [/file_content_server/get_firmware_info] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,756: +SERVICE [/file_content_server/is_update_running] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,757: +SERVICE [/file_content_server/is_hardware_ready_update] /fcs_node http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:25,830: +PUB [/rosout] /urdf_spawner http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:25,832: +SUB [/clock] /urdf_spawner http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:25,834: +SERVICE [/urdf_spawner/get_loggers] /urdf_spawner http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:25,834: +SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:25,848: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,856: +PUB [/rosout] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,860: +SUB [/clock] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,861: +SERVICE [/rosapi/get_loggers] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,862: +SERVICE [/rosapi/set_logger_level] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,863: +SERVICE [/rosapi/topics] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,864: +SERVICE [/rosapi/topics_for_type] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,864: +SERVICE [/rosapi/services] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,865: +SERVICE [/rosapi/services_for_type] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,866: +SERVICE [/rosapi/nodes] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,867: +SERVICE [/rosapi/node_details] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,868: +SERVICE [/rosapi/topic_type] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,868: +SERVICE [/rosapi/service_type] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,869: +SERVICE [/rosapi/publishers] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,870: +SERVICE [/rosapi/subscribers] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,871: +SERVICE [/rosapi/service_providers] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,872: +SERVICE [/rosapi/service_node] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,872: +SERVICE [/rosapi/service_host] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,873: +SERVICE [/rosapi/message_details] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,874: +SERVICE [/rosapi/service_request_details] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,875: +SERVICE [/rosapi/service_response_details] /rosapi http://frank-Precision-7510:37846/
